rid,src,date,tier,score,fBench,title,link,queries
PM41275154,pubmed,2025,T2_maybe,3,False,Evaluation of the effectiveness of the ChatGPT artificial intelligence application in the diagnosis of spontaneous pneumothorax on chest radiograph interpretation.,https://pubmed.ncbi.nlm.nih.gov/41275154/,P03
PM41250109,pubmed,2025,T2_maybe,3,False,Artificial intelligence in undergraduate medical education: an updated scoping review.,https://pubmed.ncbi.nlm.nih.gov/41250109/,P03
PM41248365,pubmed,2025,T2_maybe,3,False,Enhancing healthcare providers' advance care planning competence with large language models: protocol for the development of an AI chatbot and its evaluation in a randomised controlled trial.,https://pubmed.ncbi.nlm.nih.gov/41248365/,P03
PM41217077,pubmed,2025,T2_maybe,3,False,Putting AI Chatbots to the Test: A Comparative Analysis of Large Language Models' Performance in the Context of Basal Cell Carcinoma.,https://pubmed.ncbi.nlm.nih.gov/41217077/,P03
PM41191848,pubmed,2025,T2_maybe,3,False,Augmenting Large Language Models With National Comprehensive Cancer Network Guidelines for Improved and Standardized Adjuvant Therapy Recommendations in Postoperative Breast Cancer Cases.,https://pubmed.ncbi.nlm.nih.gov/41191848/,P03
PM41183651,pubmed,2025,T2_maybe,3,False,Reading systemic disease from the feline fundus: A multicenter comparison of multimodal large language models and veterinary clinicians.,https://pubmed.ncbi.nlm.nih.gov/41183651/,P03
PM41172342,pubmed,2025,T3_out,3,False,Governing AI in Mental Health: 50-State Legislative Review.,https://pubmed.ncbi.nlm.nih.gov/41172342/,P03
PM41127256,pubmed,2025,T2_maybe,3,False,Grounded large language models for diagnostic prediction in real-world emergency department settings.,https://pubmed.ncbi.nlm.nih.gov/41127256/,P03
PM41111032,pubmed,2025,T2_maybe,3,False,ESMO guidance on the use of Large Language Models in Clinical Practice (ELCAP).,https://pubmed.ncbi.nlm.nih.gov/41111032/,P03
PM41091229,pubmed,2025,T2_maybe,3,False,Assessing ChatGPT-4 as a clinical decision support tool in neuro-oncology radiotherapy: a prospective comparative study.,https://pubmed.ncbi.nlm.nih.gov/41091229/,P03
PM41089291,pubmed,2025,T2_maybe,3,False,"LLM evaluation for thyroid nodule assessment: comparing ACR-TIRADS, C-TIRADS, and clinician-AI trust gap.",https://pubmed.ncbi.nlm.nih.gov/41089291/,P03
PM41087110,pubmed,2025,T2_maybe,3,False,"Assessing the potential utility of large language models for assisting community health workers: protocol for a prospective, observational study in Rwanda.",https://pubmed.ncbi.nlm.nih.gov/41087110/,P03
PM41060040,pubmed,2025,T2_maybe,3,False,Taxonomy Portraits: Deciphering the Hierarchical Relationships of Medical Large Language Models.,https://pubmed.ncbi.nlm.nih.gov/41060040/,P03
PM41056099,pubmed,2025,T2_maybe,3,False,Human-Machine Agreement in Medical Ethics: Patient Autonomy Case-Based Evaluation of Large Language Models.,https://pubmed.ncbi.nlm.nih.gov/41056099/,P03
PM41048423,pubmed,2025,T2_maybe,3,False,Causal insights into gestational diabetes mellitus.,https://pubmed.ncbi.nlm.nih.gov/41048423/,P03
PM40969781,pubmed,2025,T2_maybe,3,False,Using a Large Language Model (ChatGPT-4o) to Assess the Risk of Bias in Randomized Controlled Trials of Medical Interventions: Interrater Agreement With Human Reviewers.,https://pubmed.ncbi.nlm.nih.gov/40969781/,P03
PM40966592,pubmed,2025,T2_maybe,3,False,Large Language Models' Clinical Decision-Making on When to Perform a Kidney Biopsy: Comparative Study.,https://pubmed.ncbi.nlm.nih.gov/40966592/,P03
PM40926110,pubmed,2025,T2_maybe,3,False,The imitation game: large language models versus multidisciplinary tumor boards: benchmarking AI against 21 sarcoma centers from the ring trial.,https://pubmed.ncbi.nlm.nih.gov/40926110/,P03
PM40910897,pubmed,2025,T2_maybe,3,False,Evaluation of ophthalmic large language models: quantitative vs. qualitative methods.,https://pubmed.ncbi.nlm.nih.gov/40910897/,P03
PM40883885,pubmed,2025,T2_maybe,3,False,Artificial intelligence for TB education and counselling: a modified Delphi consensus.,https://pubmed.ncbi.nlm.nih.gov/40883885/,P03
PM40874067,pubmed,2025,T3_out,3,False,Clinical decision support for pharmacologic management of treatment-resistant depression with augmented large language models.,https://pubmed.ncbi.nlm.nih.gov/40874067/,P03
PM40873917,pubmed,2025,T2_maybe,3,False,"Differentiating Visual Symptoms in Retinal Migraine and Migraine With Aura: A Systematic Review of Shared Features, Distinctions, and Clinical Implications.",https://pubmed.ncbi.nlm.nih.gov/40873917/,P03
PM40860687,pubmed,2025,T2_maybe,3,False,GastroGPT: Development and controlled testing of a proof-of-concept customized clinical language model.,https://pubmed.ncbi.nlm.nih.gov/40860687/,P03
PM40853413,pubmed,2025,T2_maybe,3,False,Nurse Researchers' Experiences and Perceptions of Generative AI: Qualitative Semistructured Interview Study.,https://pubmed.ncbi.nlm.nih.gov/40853413/,P03
PM40817899,pubmed,2025,T2_maybe,3,False,ChatGPT's Role in Addressing the Real-World Concerns of Adolescents With Hearing Loss: Insights From Otolaryngologists With Lived Experience.,https://pubmed.ncbi.nlm.nih.gov/40817899/,P03
PM40802589,pubmed,2025,T2_maybe,3,False,Evaluating large language models as clinical laboratory test recommenders in primary and emergency care: a crucial step in clinical decision making.,https://pubmed.ncbi.nlm.nih.gov/40802589/,P03
PM40798936,pubmed,2025,T2_maybe,3,False,Clinical Reach into the Cognitive Space (CRITiCS): outline conceptual framework for safe use of generative artificial intelligence in mental health decision-making.,https://pubmed.ncbi.nlm.nih.gov/40798936/,P03
PM40791971,pubmed,2025,T2_maybe,3,False,Artificial Intelligence-Based Large Language Models Can Facilitate Patient Education.,https://pubmed.ncbi.nlm.nih.gov/40791971/,P03
PM40775855,pubmed,2025,T2_maybe,3,False,Consensus Finding Among LLMs to Retrieve Information About Oncological Trials.,https://pubmed.ncbi.nlm.nih.gov/40775855/,P03
PM40766800,pubmed,2025,T2_maybe,3,False,The assessment of ChatGPT-4's performance compared to expert's consensus on chronic lateral ankle instability.,https://pubmed.ncbi.nlm.nih.gov/40766800/,P03
PM40725418,pubmed,2025,T2_maybe,3,False,The Artificial Intelligence-Assisted Diagnosis of Skeletal Dysplasias in Pediatric Patients: A Comparative Benchmark Study of Large Language Models and a Clinical Expert Group.,https://pubmed.ncbi.nlm.nih.gov/40725418/,P03
PM40694781,pubmed,2025,T2_maybe,3,False,Using Open-Source Large Language Models to Identify Access to Germline Genetic Testing in Veterans With Breast Cancer From Unstructured Text.,https://pubmed.ncbi.nlm.nih.gov/40694781/,P03
PM40676533,pubmed,2025,T2_maybe,3,False,Exploring ChatGPT's potential in diagnosing oral and maxillofacial pathologies: a study of 123 challenging cases.,https://pubmed.ncbi.nlm.nih.gov/40676533/,P03
PM40615804,pubmed,2025,T2_maybe,3,False,"Evaluating large language models for renal colic imaging recommendations: a comparative analysis of Gemini, copilot, and ChatGPT-4.0.",https://pubmed.ncbi.nlm.nih.gov/40615804/,P03
PM40596359,pubmed,2025,T2_maybe,3,False,"Comparison of physician and large language model chatbot responses to online ear, nose, and throat inquiries.",https://pubmed.ncbi.nlm.nih.gov/40596359/,P03
PM40524839,pubmed,2025,T2_maybe,3,False,Computerized diagnostic decision support systems-Isabel Pro versus ChatGPT-4 part II.,https://pubmed.ncbi.nlm.nih.gov/40524839/,P03
PM40502261,pubmed,2025,T2_maybe,3,False,Feasibility of Automated Precharting using GPT-4 in New Specialty Referrals.,https://pubmed.ncbi.nlm.nih.gov/40502261/,P03
PM40383055,pubmed,2025,T2_maybe,3,False,LITERAS: Biomedical literature review and citation retrieval agents.,https://pubmed.ncbi.nlm.nih.gov/40383055/,P01
PM40380247,pubmed,2025,T2_maybe,3,False,From prompt to platform: an agentic AI workflow for healthcare simulation scenario design.,https://pubmed.ncbi.nlm.nih.gov/40380247/,P01
PM40313300,pubmed,2025,T2_maybe,3,False,Automating Evaluation of AI Text Generation in Healthcare with a Large Language Model (LLM)-as-a-Judge.,https://pubmed.ncbi.nlm.nih.gov/40313300/,P01
PM40306628,pubmed,2025,T2_maybe,3,False,Use of Retrieval-Augmented Large Language Model for COVID-19 Fact-Checking: Development and Usability Study.,https://pubmed.ncbi.nlm.nih.gov/40306628/,P01
PM40297237,pubmed,2025,T2_maybe,3,False,DruGagent: Multi-Agent Large Language Model-Based Reasoning for Drug-Target Interaction Prediction.,https://pubmed.ncbi.nlm.nih.gov/40297237/,P01
PM40281033,pubmed,2025,T2_maybe,3,False,A NLP analysis of digital demand for healthcare jobs in China.,https://pubmed.ncbi.nlm.nih.gov/40281033/,P01
PM40240349,pubmed,2025,T2_maybe,3,False,An automated framework for assessing how well LLMs cite relevant medical references.,https://pubmed.ncbi.nlm.nih.gov/40240349/,P01
PM40235070,pubmed,2025,T2_maybe,3,False,Diagnostic performance of multimodal large language models in radiological quiz cases: the effects of prompt engineering and input conditions.,https://pubmed.ncbi.nlm.nih.gov/40235070/,P01
PM40162173,pubmed,2025,T2_maybe,3,False,"Digital transformation of nephrology POCUS education-Integrating a multiagent, artificial intelligence, and human collaboration-enhanced curriculum with expert feedback.",https://pubmed.ncbi.nlm.nih.gov/40162173/,P01
PM40097720,pubmed,2025,T2_maybe,3,False,Large language model agents can use tools to perform clinical calculations.,https://pubmed.ncbi.nlm.nih.gov/40097720/,P01
PM40082662,pubmed,2025,T2_maybe,3,False,Enhancing diagnostic capability with multi-agents conversational large language models.,https://pubmed.ncbi.nlm.nih.gov/40082662/,P01
PM40055986,pubmed,2025,T3_out,3,False,Agents for Change: Artificial Intelligent Workflows for Quantitative Clinical Pharmacology and Translational Sciences.,https://pubmed.ncbi.nlm.nih.gov/40055986/,P01
PM39992720,pubmed,2025,T2_maybe,3,False,Prompt Engineering an Informational Chatbot for Education on Mental Health Using a Multiagent Approach for Enhanced Compliance With Prompt Instructions: Algorithm Development and Validation.,https://pubmed.ncbi.nlm.nih.gov/39992720/,P01
PM39832364,pubmed,2025,T2_maybe,3,False,Advantages and Inconveniences of a Multi-Agent Large Language Model System to Mitigate Cognitive Biases in Diagnostic Challenges.,https://pubmed.ncbi.nlm.nih.gov/39832364/,P01
PM39694303,pubmed,2025,T2_maybe,3,False,"Large Language Models Applied to Health Care Tasks May Improve Clinical Efficiency, Value of Care Rendered, Research, and Medical Education.",https://pubmed.ncbi.nlm.nih.gov/39694303/,P01
PM39670366,pubmed,2025,T2_maybe,3,False,Using Large Language Models for Efficient Cancer Registry Coding in the Real Hospital Setting: A Feasibility Study.,https://pubmed.ncbi.nlm.nih.gov/39670366/,P01
PM39521391,pubmed,2025,T2_maybe,3,False,Custom Large Language Models Improve Accuracy: Comparing Retrieval Augmented Generation and Artificial Intelligence Agents to Noncustom Models for Evidence-Based Medicine.,https://pubmed.ncbi.nlm.nih.gov/39521391/,P01
PM39368620,pubmed,2025,T2_maybe,3,False,"Editorial Commentary: Off-the-Shelf Large Language Models Are of Insufficient Quality to Provide Medical Treatment Recommendations, While Customization of Large Language Models Results in Quality Recommendations.",https://pubmed.ncbi.nlm.nih.gov/39368620/,P01
PM40498674,pubmed,2025,T2_maybe,3,False,Using a Large Language Model for Breast Imaging Reporting and Data System Classification and Malignancy Prediction to Enhance Breast Ultrasound Diagnosis: Retrospective Study.,https://pubmed.ncbi.nlm.nih.gov/40498674/,P03
PM40495650,pubmed,2025,T2_maybe,3,False,Evaluating Artificial Intelligence in Patient Education: DeepSeek-V3 Versus ChatGPT-4o in Answering Common Questions on Laparoscopic Cholecystectomy.,https://pubmed.ncbi.nlm.nih.gov/40495650/,P03
PM40456109,pubmed,2025,T2_maybe,3,False,Enhancing the Accuracy of Human Phenotype Ontology Identification: Comparative Evaluation of Multimodal Large Language Models.,https://pubmed.ncbi.nlm.nih.gov/40456109/,P03
PM40393017,pubmed,2025,T2_maybe,3,False,Assessing ChatGPT's Capability as a New Age Standardized Patient: Qualitative Study.,https://pubmed.ncbi.nlm.nih.gov/40393017/,P03
PM40392469,pubmed,2025,T2_maybe,3,False,An Australasian survey on the use of ChatGPT and other large language models in medical physics.,https://pubmed.ncbi.nlm.nih.gov/40392469/,P03
PM40366571,pubmed,2025,T2_maybe,3,False,Comparative performance of large language models in structuring head CT radiology reports: multi-institutional validation study in Japan.,https://pubmed.ncbi.nlm.nih.gov/40366571/,P03
PM40343037,pubmed,2025,T2_maybe,3,False,Employing Consensus-Based Reasoning with Locally Deployed LLMs for Enabling Structured Data Extraction from Surgical Pathology Reports.,https://pubmed.ncbi.nlm.nih.gov/40343037/,P03
PM40334344,pubmed,2025,T2_maybe,3,False,The actual performance of large language models in providing liver cirrhosis-related information: A comparative study.,https://pubmed.ncbi.nlm.nih.gov/40334344/,P03
PM40332991,pubmed,2025,T2_maybe,3,False,Comparing Artificial Intelligence-Generated and Clinician-Created Personalized Self-Management Guidance for Patients With Knee Osteoarthritis: Blinded Observational Study.,https://pubmed.ncbi.nlm.nih.gov/40332991/,P03
PM40270415,pubmed,2025,T2_maybe,3,False,Development of a Synthetic Oncology Pathology Dataset for Large Language Model Evaluation in Medical Text Classification.,https://pubmed.ncbi.nlm.nih.gov/40270415/,P03
PM40251310,pubmed,2025,T2_maybe,3,False,Large language model-generated clinical practice guideline for appendicitis.,https://pubmed.ncbi.nlm.nih.gov/40251310/,P03
PM40228277,pubmed,2025,T2_maybe,3,False,Assessing the quality and readability of patient education materials on chemotherapy cardiotoxicity from artificial intelligence chatbots: An observational cross-sectional study.,https://pubmed.ncbi.nlm.nih.gov/40228277/,P03
PM40200247,pubmed,2025,T2_maybe,3,False,Can large language models facilitate the effective implementation of nursing processes in clinical settings?,https://pubmed.ncbi.nlm.nih.gov/40200247/,P03
PM40181523,pubmed,2025,T2_maybe,3,False,Development and Performance of a Large Language Model for the Quality Evaluation of Multi-Language Medical Imaging Guidelines and Consensus.,https://pubmed.ncbi.nlm.nih.gov/40181523/,P03
PM40167029,pubmed,2025,T2_maybe,3,False,Comparative assessment of artificial intelligence chatbots' performance in responding to healthcare professionals' and caregivers' questions about Dravet syndrome.,https://pubmed.ncbi.nlm.nih.gov/40167029/,P03
PM40140812,pubmed,2025,T2_maybe,3,False,Effectiveness of various general large language models in clinical consensus and case analysis in dental implantology: a comparative study.,https://pubmed.ncbi.nlm.nih.gov/40140812/,P03
PM40128385,pubmed,2025,T2_maybe,3,False,Large Language Models' Responses to Spinal Cord Injury: A Comparative Study of Performance.,https://pubmed.ncbi.nlm.nih.gov/40128385/,P03
PM40123109,pubmed,2025,T2_maybe,3,False,From Manual to Machine: Revolutionizing Day Surgery Guideline and Consensus Quality Assessment With Large Language Models.,https://pubmed.ncbi.nlm.nih.gov/40123109/,P03
PM40072889,pubmed,2025,T2_maybe,3,False,Using Large Language Models in the Diagnosis of Acute Cholecystitis: Assessing Accuracy and Guidelines Compliance.,https://pubmed.ncbi.nlm.nih.gov/40072889/,P03
PM39986122,pubmed,2025,T2_maybe,3,False,Comparing physician and large language model responses to influenza patient questions in the online health community.,https://pubmed.ncbi.nlm.nih.gov/39986122/,P03
PM39982556,pubmed,2025,T2_maybe,3,False,Artificial intelligence in neurovascular decision-making: a comparative analysis of ChatGPT-4 and multidisciplinary expert recommendations for unruptured intracranial aneurysms.,https://pubmed.ncbi.nlm.nih.gov/39982556/,P03
PM39864953,pubmed,2025,T2_maybe,3,False,Classifying Unstructured Text in Electronic Health Records for Mental Health Prediction Models: Large Language Model Evaluation Study.,https://pubmed.ncbi.nlm.nih.gov/39864953/,P03
PM39838829,pubmed,2025,T2_maybe,3,False,"Bridging the gap: Evaluating ChatGPT-generated, personalized, patient-centered prostate biopsy reports.",https://pubmed.ncbi.nlm.nih.gov/39838829/,P03
PM39812778,pubmed,2025,T2_maybe,3,False,Development and evaluation of a 4M taxonomy from nursing home staff text messages using a fine-tuned generative language model.,https://pubmed.ncbi.nlm.nih.gov/39812778/,P03
PM39779929,pubmed,2025,T2_maybe,3,False,The TRIPOD-LLM reporting guideline for studies using large language models.,https://pubmed.ncbi.nlm.nih.gov/39779929/,P03
PM39743220,pubmed,2025,T2_maybe,3,False,The In-depth Comparative Analysis of Four Large Language AI Models for Risk Assessment and Information Retrieval from Multi-Modality Prostate Cancer Work-up Reports.,https://pubmed.ncbi.nlm.nih.gov/39743220/,P03
PM39690303,pubmed,2025,T2_maybe,3,False,"Benchmarking the performance of large language models in uveitis: a comparative analysis of ChatGPT-3.5, ChatGPT-4.0, Google Gemini, and Anthropic Claude3.",https://pubmed.ncbi.nlm.nih.gov/39690303/,P03
PM39679608,pubmed,2025,T2_maybe,3,False,Comparing the Management Recommendations of Large Language Model and Colorectal Cancer Multidisciplinary Team: A Pilot Study.,https://pubmed.ncbi.nlm.nih.gov/39679608/,P03
PM39675178,pubmed,2025,T2_maybe,3,False,Use of a large language model (LLM) for ambulance dispatch and triage.,https://pubmed.ncbi.nlm.nih.gov/39675178/,P03
PM39658474,pubmed,2025,T2_maybe,3,False,Enhancing Oncological Surveillance Through Large Language Model-Assisted Analysis: A Comparative Study of GPT-4 and Gemini in Evaluating Oncological Issues From Serial Abdominal CT Scan Reports.,https://pubmed.ncbi.nlm.nih.gov/39658474/,P03
PM39613294,pubmed,2025,T2_maybe,3,False,"Large language models' performances regarding common patient questions about osteoarthritis: A comparative analysis of ChatGPT-3.5, ChatGPT-4.0, and Perplexity.",https://pubmed.ncbi.nlm.nih.gov/39613294/,P03
PM39536908,pubmed,2025,T2_maybe,3,False,MRI spine request form enhancement and auto protocoling using a secure institutional large language model.,https://pubmed.ncbi.nlm.nih.gov/39536908/,P03
PM39523144,pubmed,2025,T2_maybe,3,False,A deep neural network model for classifying pharmacy practice publications into research domains.,https://pubmed.ncbi.nlm.nih.gov/39523144/,P03
PM41717521,pubmed,2025,T2_maybe,3,False,Assessing the accuracy and reproducibility of artificial intelligence-generated medical responses by ChatGPT on Scheuermann's kyphosis.,https://pubmed.ncbi.nlm.nih.gov/41717521/,P03
PM39278360,pubmed,2025,T2_maybe,3,False,Clustering of clinical symptoms using large language models reveals low diagnostic specificity of proposed alternatives to consensus mast cell activation syndrome criteria.,https://pubmed.ncbi.nlm.nih.gov/39278360/,P03
PM38613510,pubmed,2025,T2_maybe,3,False,"Evidence-based potential of generative artificial intelligence large language models in orthodontics: a comparative study of ChatGPT, Google Bard, and Microsoft Bing.",https://pubmed.ncbi.nlm.nih.gov/38613510/,P03
PM38199797,pubmed,2025,T2_maybe,3,False,Accuracy of GPT-4 in histopathological image detection and classification of colorectal adenomas.,https://pubmed.ncbi.nlm.nih.gov/38199797/,P03
AX2501.00750,arxiv,2025-01-01,T3_out,3,False,Beyond Text: Implementing Multimodal Large Language Model-Powered Multi-Agent Systems Using a No-Code Platform,https://arxiv.org/abs/2501.00750,Q12
AX2501.03292,arxiv,2025-01-06,T2_maybe,3,False,Multi-Modal One-Shot Federated Ensemble Learning for Medical Data with Vision Large Language Model,https://arxiv.org/abs/2501.03292,Q08
AX2501.06322,arxiv,2025-01-10,T3_out,3,False,Multi-Agent Collaboration Mechanisms: A Survey of LLMs,https://arxiv.org/abs/2501.06322,Q12
AX2501.08324,arxiv,2025-01-14,T2_maybe,3,False,ADAM: An AI Reasoning and Bioinformatics Model for Alzheimer's Disease Detection and Microbiome-Clinical Data Integration,https://arxiv.org/abs/2501.08324,Q02
AX2501.09426,arxiv,2025-01-16,T2_maybe,3,False,AutoCBT: An Autonomous Multi-agent Framework for Cognitive Behavioral Therapy in Psychological Counseling,https://arxiv.org/abs/2501.09426,Q07
AX2501.09909,arxiv,2025-01-17,T2_maybe,3,False,Demo: Interactive Visualization of Semantic Relationships in a Biomedical Project's Talent Knowledge Graph,https://arxiv.org/abs/2501.09909,Q08
AX2501.10321,arxiv,2025-01-17,T2_maybe,3,False,"Towards Human-Guided, Data-Centric LLM Co-Pilots",https://arxiv.org/abs/2501.10321,Q10
AX2501.14304,arxiv,2025-01-24,T3_out,3,False,MASTER: A Multi-Agent System with LLM Specialized MCTS,https://arxiv.org/abs/2501.14304,Q12
AX2501.16255,arxiv,2025-01-27,T2_maybe,3,False,A foundation model for human-AI collaboration in medical literature mining,https://arxiv.org/abs/2501.16255,Q08
AX2502.07794,arxiv,2025-01-27,T2_maybe,3,False,Regulatory Science Innovation for Generative AI and Large Language Models in Health and Medicine: A Global Call for Action,https://arxiv.org/abs/2502.07794,Q08
AX2501.15826,arxiv,2025-01-27,T2_maybe,3,False,MADP: Multi-Agent Deductive Planning for Enhanced Cognitive-Behavioral Mental Health Question Answer,https://arxiv.org/abs/2501.15826,Q12
AX2501.18645,arxiv,2025-01-29,T2_maybe,3,False,Layered Chain-of-Thought Prompting for Multi-Agent LLM Systems: A Comprehensive Approach to Explainable Large Language Models,https://arxiv.org/abs/2501.18645,"Q01,Q08"
AX2502.05206,arxiv,2025-02-02,T2_maybe,3,False,Safety at Scale: A Comprehensive Survey of Large Model and Agent Safety,https://arxiv.org/abs/2502.05206,Q08
AX2502.01789,arxiv,2025-02-03,T2_maybe,3,False,An Agentic AI Workflow for Detecting Cognitive Concerns in Real-world Data,https://arxiv.org/abs/2502.01789,Q02
AX2502.00989,arxiv,2025-02-03,T3_out,3,False,ChartCitor: Multi-Agent Framework for Fine-Grained Chart Visual Attribution,https://arxiv.org/abs/2502.00989,Q12
AX2502.04345,arxiv,2025-02-04,T2_maybe,3,False,Jingfang: An LLM-Based Multi-Agent System for Precise Medical Consultation and Syndrome Differentiation in Traditional Chinese Medicine,https://arxiv.org/abs/2502.04345,"Q01,Q02,Q07,Q08"
AX2502.04381,arxiv,2025-02-05,T3_out,3,False,Limitations of Large Language Models in Clinical Problem-Solving Arising from Inflexible Reasoning,https://arxiv.org/abs/2502.04381,Q03
AX2502.08224,arxiv,2025-02-12,T2_maybe,3,False,Flow-of-Action: SOP Enhanced LLM-Based Multi-Agent System for Root Cause Analysis,https://arxiv.org/abs/2502.08224,Q07
AX2502.11211,arxiv,2025-02-16,T3_out,3,False,A Survey of LLM-based Agents in Medicine: How far are we from Baymax?,https://arxiv.org/abs/2502.11211,Q14
AX2502.11098,arxiv,2025-02-16,T3_out,3,False,"Talk Structurally, Act Hierarchically: A Collaborative Framework for LLM Multi-Agent Systems",https://arxiv.org/abs/2502.11098,Q12
AX2502.13233,arxiv,2025-02-18,T3_out,3,False,SearchRAG: Can Search Engines Be Helpful for LLM-based Medical Question Answering?,https://arxiv.org/abs/2502.13233,Q03
AX2502.12836,arxiv,2025-02-18,T2_maybe,3,False,An LLM-Powered Agent for Physiological Data Analysis: A Case Study on PPG-based Heart Rate Estimation,https://arxiv.org/abs/2502.12836,Q07
AX2502.13361,arxiv,2025-02-19,T3_out,3,False,RGAR: Recurrence Generation-augmented Retrieval for Factual-aware Medical Question Answering,https://arxiv.org/abs/2502.13361,Q03
AX2502.13789,arxiv,2025-02-19,T2_maybe,3,False,From Correctness to Comprehension: AI Agents for Personalized Error Diagnosis in Education,https://arxiv.org/abs/2502.13789,Q07
AX2502.15871,arxiv,2025-02-21,T2_maybe,3,False,A Comprehensive Survey on the Trustworthiness of Large Language Models in Healthcare,https://arxiv.org/abs/2502.15871,"Q01,Q02,Q08,Q10"
AX2502.16090,arxiv,2025-02-22,T3_out,3,False,Echo: A Large Language Model with Temporal Episodic Memory,https://arxiv.org/abs/2502.16090,Q12
AX2502.17651,arxiv,2025-02-24,T2_maybe,3,False,METAL: A Multi-Agent Framework for Chart Generation with Test-Time Scaling,https://arxiv.org/abs/2502.17651,Q10
AX2502.17812,arxiv,2025-02-25,T2_maybe,3,False,Can Multimodal LLMs Perform Time Series Anomaly Detection?,https://arxiv.org/abs/2502.17812,Q07
AX2502.19175,arxiv,2025-02-26,T2_maybe,3,False,MEDDxAgent: A Unified Modular Agent Framework for Explainable Automatic Differential Diagnosis,https://arxiv.org/abs/2502.19175,"Q11,Q07"
AX2502.20301,arxiv,2025-02-27,T2_maybe,3,False,M^3Builder: A Multi-Agent System for Automated Machine Learning in Medical Imaging,https://arxiv.org/abs/2502.20301,"Q01,Q08"
AX2502.20689,arxiv,2025-02-28,T2_maybe,3,False,WiseMind: a knowledge-guided multi-agent framework for accurate and empathetic psychiatric diagnosis,https://arxiv.org/abs/2502.20689,"Q02,Q07,Q10"
AX2503.02760,arxiv,2025-03-04,T2_maybe,3,False,From Metaphor to Mechanism: How LLMs Decode Traditional Chinese Medicine Symbolic Language for Modern Clinical Relevance,https://arxiv.org/abs/2503.02760,"Q01,Q02,Q10"
AX2503.03194,arxiv,2025-03-05,T3_out,3,False,Structured Outputs Enable General-Purpose LLMs to be Medical Experts,https://arxiv.org/abs/2503.03194,Q03
AX2503.05397,arxiv,2025-03-07,T2_maybe,3,False,Multi Agent based Medical Assistant for Edge Devices,https://arxiv.org/abs/2503.05397,"Q01,Q10"
AX2503.05347,arxiv,2025-03-07,T2_maybe,3,False,GEMA-Score: Granular Explainable Multi-Agent Scoring Framework for Radiology Report Evaluation,https://arxiv.org/abs/2503.05347,"Q01,Q02,Q07"
AX2503.06709,arxiv,2025-03-09,T3_out,3,False,Delusions of Large Language Models,https://arxiv.org/abs/2503.06709,Q12
AX2503.07459,arxiv,2025-03-10,T2_maybe,3,False,MedicalAgentsBench for Complex Medical Reasoning: Comparing Internalized Reasoning Models versus Externalized Agent-based Frameworks,https://arxiv.org/abs/2503.07459,"Q14,Q08,S01"
AX2503.06951,arxiv,2025-03-10,T3_out,3,False,ReAgent: Reversible Multi-Agent Reasoning for Knowledge-Enhanced Multi-Hop QA,https://arxiv.org/abs/2503.06951,Q12
AX2503.13275,arxiv,2025-03-17,T3_out,3,False,Knowledge-Aware Iterative Retrieval for Multi-Agent Systems,https://arxiv.org/abs/2503.13275,Q12
AX2503.13964,arxiv,2025-03-18,T3_out,3,False,MDocAgent: A Multi-Modal Multi-Agent Framework for Document Understanding,https://arxiv.org/abs/2503.13964,Q12
AX2503.16547,arxiv,2025-03-19,T2_maybe,3,False,Empowering Medical Multi-Agents with Clinical Consultation Flow for Dynamic Diagnosis,https://arxiv.org/abs/2503.16547,"Q01,Q02,Q10"
AX2503.15272,arxiv,2025-03-19,T3_out,3,False,MAMM-Refine: A Recipe for Improving Faithfulness in Generation with Multi-Agent Collaboration,https://arxiv.org/abs/2503.15272,Q12
AX2503.16131,arxiv,2025-03-20,T3_out,3,False,MKG-Rank: Enhancing Large Language Models with Knowledge Graph for Multilingual Medical Question Answering,https://arxiv.org/abs/2503.16131,Q03
AX2503.16867,arxiv,2025-03-21,T3_out,3,False,ETVA: Evaluation of Text-to-Video Alignment via Fine-grained Question Generation and Answering,https://arxiv.org/abs/2503.16867,Q12
AX2503.18968,arxiv,2025-03-21,T2_maybe,3,False,MedAgent-Pro: Towards Evidence-based Multi-modal Medical Diagnosis via Reasoning Agentic Workflow,https://arxiv.org/abs/2503.18968,S02
AX2503.20508,arxiv,2025-03-26,T2_maybe,3,False,Explainable ICD Coding via Entity Linking,https://arxiv.org/abs/2503.20508,Q08
AX2504.13861,arxiv,2025-03-26,T2_maybe,3,False,3MDBench: Medical Multimodal Multi-agent Dialogue Benchmark,https://arxiv.org/abs/2504.13861,Q01
AX2503.20685,arxiv,2025-03-26,T2_maybe,3,False,Flip Learning: Weakly Supervised Erase to Segment Nodules in Breast Ultrasound,https://arxiv.org/abs/2503.20685,Q02
AX2503.20666,arxiv,2025-03-26,T2_maybe,3,False,TAMA: A Human-AI Collaborative Thematic Analysis Framework Using Multi-Agent LLMs for Clinical Interviews,https://arxiv.org/abs/2503.20666,"Q02,Q10"
AX2503.23037,arxiv,2025-03-29,T2_maybe,3,False,"Agentic Large Language Models, a survey",https://arxiv.org/abs/2503.23037,"Q08,Q01,Q07"
AX2504.05563,arxiv,2025-04-07,T3_out,3,False,Do Data Valuations Make Good Data Prices?,https://arxiv.org/abs/2504.05563,Q03
